key,0,1,2,3,4,5,6,row
200303,0.097,0.093,0.143,0.566,0.082,0.009,0.01,1
200304,0.077,0.092,0.137,0.571,0.099,0.015,0.009,1
200305,0.062,0.091,0.128,0.569,0.096,0.037,0.016,1
200306,0.077,0.089,0.088,0.546,0.078,0.092,0.031,1
200307,0.113,0.101,0.107,0.478,0.07,0.064,0.068,1
200308,0.127,0.105,0.161,0.397,0.065,0.078,0.066,1
200309,0.104,0.13,0.156,0.41,0.039,0.049,0.111,1
200310,0.14,0.133,0.139,0.404,0.029,0.065,0.09,1
200311,0.105,0.1,0.158,0.461,0.036,0.048,0.093,1
200312,0.056,0.12,0.154,0.496,0.05,0.046,0.078,1
200401,0.045,0.149,0.12,0.547,0.046,0.03,0.062,1
200402,0.028,0.101,0.127,0.601,0.059,0.055,0.029,1
200403,0.081,0.107,0.128,0.575,0.065,0.03,0.014,1
200404,0.063,0.117,0.141,0.537,0.092,0.032,0.018,1
200405,0.081,0.085,0.133,0.524,0.106,0.046,0.024,1
200406,0.091,0.098,0.088,0.509,0.116,0.064,0.034,1
200407,0.098,0.095,0.098,0.459,0.131,0.081,0.038,1
200408,0.079,0.099,0.055,0.408,0.204,0.11,0.045,1
200409,0.039,0.068,0.045,0.497,0.161,0.109,0.081,1
200410,0.007,0.022,0.028,0.522,0.233,0.091,0.098,1
200411,0.007,0.026,0.034,0.431,0.213,0.119,0.17,1
200412,0.007,0.026,0.044,0.49,0.152,0.131,0.15,1
200501,0.009,0.038,0.052,0.386,0.191,0.105,0.219,1
200502,0.03,0.046,0.051,0.417,0.147,0.129,0.179,1
200503,0.038,0.05,0.022,0.503,0.135,0.101,0.151,1
200504,0.019,0.031,0.029,0.555,0.139,0.082,0.147,1
200505,0.015,0.014,0.033,0.558,0.14,0.088,0.152,1
200506,0.015,0.009,0.062,0.453,0.183,0.109,0.169,1
200507,0.021,0.016,0.064,0.499,0.146,0.109,0.146,1
200508,0.02,0.019,0.066,0.51,0.126,0.074,0.186,1
200509,0.02,0.025,0.091,0.627,0.087,0.051,0.099,1
200510,0.015,0.019,0.108,0.611,0.097,0.061,0.089,1
200511,0.01,0.039,0.091,0.681,0.082,0.032,0.065,1
200512,0.025,0.056,0.096,0.601,0.102,0.059,0.062,1
200601,0.019,0.054,0.148,0.562,0.098,0.035,0.085,1
200602,0.013,0.117,0.131,0.551,0.086,0.041,0.061,1
200603,0.017,0.09,0.176,0.541,0.052,0.044,0.08,1
200604,0.029,0.092,0.2,0.513,0.057,0.013,0.095,1
200605,0.056,0.172,0.191,0.468,0.03,0.026,0.057,1
200606,0.137,0.14,0.165,0.421,0.05,0.045,0.043,1
200607,0.11,0.175,0.181,0.412,0.047,0.035,0.04,1
200608,0.087,0.129,0.161,0.523,0.045,0.032,0.022,1
200609,0.063,0.095,0.119,0.56,0.083,0.051,0.029,1
200610,0.014,0.09,0.112,0.557,0.077,0.084,0.065,1
200611,0.022,0.101,0.087,0.591,0.082,0.057,0.059,1
200612,0.015,0.06,0.082,0.625,0.11,0.045,0.063,1
200701,0.013,0.067,0.118,0.553,0.134,0.061,0.053,1
200702,0.031,0.047,0.12,0.609,0.092,0.068,0.034,1
200703,0.051,0.1,0.144,0.485,0.13,0.065,0.026,1
200704,0.053,0.089,0.15,0.459,0.105,0.103,0.041,1
200705,0.104,0.123,0.115,0.401,0.098,0.093,0.066,1
200706,0.131,0.115,0.105,0.398,0.078,0.073,0.099,1
200707,0.156,0.094,0.114,0.4,0.066,0.048,0.122,1
200708,0.166,0.106,0.139,0.347,0.065,0.072,0.106,1
200709,0.143,0.116,0.144,0.421,0.08,0.039,0.057,1
200710,0.092,0.113,0.129,0.506,0.069,0.036,0.054,1
200711,0.133,0.104,0.139,0.498,0.058,0.045,0.023,1
200712,0.07,0.114,0.125,0.532,0.067,0.058,0.033,1
200801,0.059,0.072,0.147,0.544,0.091,0.065,0.023,1
200802,0.043,0.064,0.147,0.51,0.13,0.066,0.04,1
200803,0.046,0.086,0.165,0.454,0.143,0.063,0.044,1
200804,0.033,0.092,0.162,0.478,0.11,0.063,0.062,1
200805,0.012,0.097,0.18,0.449,0.117,0.074,0.07,1
200806,0.039,0.115,0.165,0.419,0.081,0.094,0.087,1
200807,0.042,0.113,0.135,0.429,0.081,0.09,0.11,1
200808,0.044,0.087,0.07,0.524,0.104,0.072,0.098,1
200809,0.053,0.09,0.08,0.507,0.082,0.051,0.138,1
200810,0.044,0.103,0.071,0.5,0.078,0.046,0.158,1
200811,0.047,0.079,0.094,0.507,0.076,0.077,0.12,1
200812,0.035,0.064,0.11,0.502,0.067,0.077,0.145,1
200901,0.053,0.077,0.09,0.503,0.082,0.079,0.117,1
200902,0.04,0.083,0.118,0.503,0.075,0.082,0.098,1
200903,0.037,0.069,0.105,0.525,0.085,0.085,0.095,1
200904,0.037,0.061,0.119,0.534,0.072,0.066,0.112,1
200905,0.057,0.032,0.102,0.538,0.11,0.071,0.091,1
200906,0.044,0.043,0.077,0.565,0.112,0.066,0.092,1
200907,0.054,0.041,0.086,0.488,0.126,0.089,0.115,1
200908,0.061,0.054,0.094,0.457,0.092,0.119,0.123,1
200909,0.043,0.053,0.076,0.477,0.126,0.11,0.113,1
200910,0.019,0.065,0.042,0.414,0.076,0.12,0.264,1
200911,0.031,0.065,0.044,0.501,0.093,0.108,0.159,1
200912,0,0.056,0.027,0.486,0.119,0.121,0.19,1
201001,0,0.028,0.025,0.522,0.118,0.133,0.174,0
201002,0.006,0.028,0.047,0.52,0.144,0.125,0.131,0
201003,0.018,0.028,0.049,0.516,0.159,0.113,0.117,0
201004,0,0.01,0.035,0.606,0.164,0.083,0.102,0
201005,0.006,0.011,0.026,0.607,0.177,0.067,0.106,0
201006,0,0.005,0.043,0.563,0.183,0.069,0.137,0
201007,0,0.014,0.063,0.487,0.177,0.093,0.166,0
201008,0,0.025,0.067,0.555,0.145,0.052,0.156,0
201009,0.006,0.018,0.1,0.537,0.089,0.085,0.166,0
201010,0.011,0.023,0.084,0.567,0.109,0.071,0.134,0
201011,0.009,0.022,0.073,0.607,0.087,0.08,0.122,0
201012,0.008,0.049,0.091,0.496,0.118,0.113,0.127,0
201101,0.01,0.052,0.124,0.498,0.107,0.081,0.128,0
201102,0.008,0.048,0.126,0.511,0.101,0.073,0.134,0
201103,0.021,0.062,0.126,0.436,0.138,0.084,0.132,0
201104,0.023,0.088,0.133,0.264,0.194,0.123,0.175,0
201105,0.062,0.122,0.09,0.212,0.15,0.141,0.223,0
201106,0.142,0.086,0.062,0.211,0.128,0.133,0.237,0
201107,0.181,0.056,0.055,0.254,0.106,0.115,0.232,0
201108,0.214,0.039,0.043,0.352,0.086,0.071,0.195,0
201109,0.184,0.051,0.045,0.482,0.072,0.048,0.118,0
201110,0.154,0.064,0.068,0.456,0.08,0.053,0.124,0
201111,0.123,0.087,0.048,0.54,0.066,0.052,0.084,0
201112,0.09,0.074,0.106,0.544,0.056,0.043,0.087,0
201201,0.08,0.097,0.114,0.562,0.035,0.05,0.062,0
201202,0.04,0.127,0.188,0.544,0.038,0.028,0.035,0
201203,0.058,0.125,0.216,0.528,0.049,0.009,0.015,0
201204,0.062,0.155,0.235,0.472,0.049,0.015,0.01,0
201205,0.086,0.182,0.251,0.425,0.025,0.019,0.01,0
201206,0.19,0.154,0.251,0.338,0.027,0.035,0.006,0
201207,0.212,0.207,0.229,0.279,0.051,0.014,0.008,0
201208,0.238,0.218,0.205,0.272,0.044,0.016,0.008,0
201209,0.226,0.22,0.173,0.329,0.037,0.014,0.001,0
201210,0.221,0.162,0.197,0.341,0.056,0.022,0.001,0
201211,0.239,0.213,0.193,0.324,0.021,0.008,0.003,0
201212,0.175,0.261,0.159,0.336,0.048,0.016,0.004,0
201301,0.131,0.215,0.21,0.35,0.072,0.017,0.005,0
